"Sequence","Title","Scope","State","Test","TestTitle","Dependency","LastUpdated"
101166,"Admin/Engine: Service, Local Domain, Join Domain, Public Folders, SMTP, Return Message","Admin/Engine: Service, Local Domain, Join Domain, Public Folders, SMTP, Return Message","Developed",1015660,"C1176747 - Join domain from Active Directory (TC3-02)",1015469,"2019-02-06T08:52:50.000Z"
101173,"Admin/Engine: Antivirus, Attachment Filter, Anti-Spam, Custom Rule, Archiving, Backup","Admin/Engine: Antivirus, Attachment Filter, Anti-Spam, Custom Rule, Archiving, Backup","Developed",1015541,"C1176780 - Basic antivirus check (TC1-01)",,"2019-01-04T19:10:28.000Z"
101173,"Admin/Engine: Antivirus, Attachment Filter, Anti-Spam, Custom Rule, Archiving, Backup","Admin/Engine: Antivirus, Attachment Filter, Anti-Spam, Custom Rule, Archiving, Backup","Developed",1015568,"C1176780 - Basic antivirus check (TC1-02)",1015541,"2019-01-04T19:10:29.000Z"
101173,"Admin/Engine: Antivirus, Attachment Filter, Anti-Spam, Custom Rule, Archiving, Backup","Admin/Engine: Antivirus, Attachment Filter, Anti-Spam, Custom Rule, Archiving, Backup","Developed",1015569,"C1176797 - Attachment filter (TC2)",1015568,"2019-01-04T19:10:30.000Z"
101173,"Admin/Engine: Antivirus, Attachment Filter, Anti-Spam, Custom Rule, Archiving, Backup","Admin/Engine: Antivirus, Attachment Filter, Anti-Spam, Custom Rule, Archiving, Backup","Developed",1015570,"C1177551 - Basic spam check (TC3-01)",1015571,"2019-01-04T19:10:31.000Z"
101173,"Admin/Engine: Antivirus, Attachment Filter, Anti-Spam, Custom Rule, Archiving, Backup","Admin/Engine: Antivirus, Attachment Filter, Anti-Spam, Custom Rule, Archiving, Backup","Developed",1015571,"Precondition: Create user1 and user2 (TC3-0)",1015569,"2019-01-04T19:10:30.000Z"
101173,"Admin/Engine: Antivirus, Attachment Filter, Anti-Spam, Custom Rule, Archiving, Backup","Admin/Engine: Antivirus, Attachment Filter, Anti-Spam, Custom Rule, Archiving, Backup","Developed",1015572,"C1177551 - Basic spam check (TC3-02)",1015570,"2019-01-04T19:10:31.000Z"
101173,"Admin/Engine: Antivirus, Attachment Filter, Anti-Spam, Custom Rule, Archiving, Backup","Admin/Engine: Antivirus, Attachment Filter, Anti-Spam, Custom Rule, Archiving, Backup","Developed",1015573,"C1177549 - Kerio Anti-Spam setting (TC4)",1015572,"2019-01-04T19:10:32.000Z"
101173,"Admin/Engine: Antivirus, Attachment Filter, Anti-Spam, Custom Rule, Archiving, Backup","Admin/Engine: Antivirus, Attachment Filter, Anti-Spam, Custom Rule, Archiving, Backup","Developed",1015574,"C1178628 - Kerio Anti-Spam check (TC5)",1015573,"2019-01-04T19:10:33.000Z"
101177,"Admin/Engine: Read POP3, New User, Rights, GAL, Alias, Group, List, Resource, Access Policy","Admin/Engine: Read POP3, New User, Rights, GAL, Alias, Group, List, Resource, Access Policy","Developed",1015590,"C1176850 - New user (TC1)",,"2018-12-15T18:50:11.000Z"
101177,"Admin/Engine: Read POP3, New User, Rights, GAL, Alias, Group, List, Resource, Access Policy","Admin/Engine: Read POP3, New User, Rights, GAL, Alias, Group, List, Resource, Access Policy","Developed",1015606,"Precondition: Send two email messages (TC0)",1015590,"2018-12-15T18:50:13.000Z"
101177,"Admin/Engine: Read POP3, New User, Rights, GAL, Alias, Group, List, Resource, Access Policy","Admin/Engine: Read POP3, New User, Rights, GAL, Alias, Group, List, Resource, Access Policy","Developed",1015607,"C1176844 - Read message via POP3 (TC2)",1015606,"2018-12-15T18:50:14.000Z"
101177,"Admin/Engine: Read POP3, New User, Rights, GAL, Alias, Group, List, Resource, Access Policy","Admin/Engine: Read POP3, New User, Rights, GAL, Alias, Group, List, Resource, Access Policy","Developed",1015643,"C1176852 - User rights (TC3-01)",1015607,"2018-12-15T18:50:15.000Z"
101177,"Admin/Engine: Read POP3, New User, Rights, GAL, Alias, Group, List, Resource, Access Policy","Admin/Engine: Read POP3, New User, Rights, GAL, Alias, Group, List, Resource, Access Policy","Developed",1015644,"C1176852 - User rights (TC3-02)",1015643,"2018-12-15T18:50:16.000Z"
101177,"Admin/Engine: Read POP3, New User, Rights, GAL, Alias, Group, List, Resource, Access Policy","Admin/Engine: Read POP3, New User, Rights, GAL, Alias, Group, List, Resource, Access Policy","Developed",1015645,"C1176858 - User in GAL (TC4)",1015644,"2018-12-15T18:50:18.000Z"
101177,"Admin/Engine: Read POP3, New User, Rights, GAL, Alias, Group, List, Resource, Access Policy","Admin/Engine: Read POP3, New User, Rights, GAL, Alias, Group, List, Resource, Access Policy","Developed",1015646,"C1176859 - New alias (TC5-01)",1015645,"2018-12-15T18:50:19.000Z"
101177,"Admin/Engine: Read POP3, New User, Rights, GAL, Alias, Group, List, Resource, Access Policy","Admin/Engine: Read POP3, New User, Rights, GAL, Alias, Group, List, Resource, Access Policy","Developed",1015647,"C1176859 - New alias (TC5-02)",1015646,"2018-12-15T18:50:21.000Z"
101177,"Admin/Engine: Read POP3, New User, Rights, GAL, Alias, Group, List, Resource, Access Policy","Admin/Engine: Read POP3, New User, Rights, GAL, Alias, Group, List, Resource, Access Policy","Developed",1015648,"C1176868 - New user group (TC6)",1015647,"2018-12-15T18:50:22.000Z"
101186,"Domain Admin, Connect Client web: Login, Folder, Email","Domain Admin, Connect Client web: Login, Folder, Email","Developed",1015717,"C1177356 - Domain admin and login (TC1)",,"2018-08-28T18:32:43.000Z"
101186,"Domain Admin, Connect Client web: Login, Folder, Email","Domain Admin, Connect Client web: Login, Folder, Email","Developed",1015718,"C1177357 - As domain admin create a new user (TC2)",1015717,"2018-08-28T18:33:44.000Z"
101186,"Domain Admin, Connect Client web: Login, Folder, Email","Domain Admin, Connect Client web: Login, Folder, Email","Developed",1015726,"C1177618 - Login (TC3)",1015718,"2018-08-28T18:33:45.000Z"
101186,"Domain Admin, Connect Client web: Login, Folder, Email","Domain Admin, Connect Client web: Login, Folder, Email","Developed",1015727,"C1177619 - Create folder (TC4)",1015726,"2018-08-28T18:33:45.000Z"
101186,"Domain Admin, Connect Client web: Login, Folder, Email","Domain Admin, Connect Client web: Login, Folder, Email","Developed",1015728,"C1177620 - Subscribe folder (TC5-01)",1015727,"2018-08-28T18:33:46.000Z"
101186,"Domain Admin, Connect Client web: Login, Folder, Email","Domain Admin, Connect Client web: Login, Folder, Email","Developed",1015729,"C1177620 - Subscribe folder (TC5-02)",1015728,"2018-08-28T18:33:46.000Z"
101186,"Domain Admin, Connect Client web: Login, Folder, Email","Domain Admin, Connect Client web: Login, Folder, Email","Developed",1015730,"C1177621 - Send email (TC6)",1015729,"2018-08-28T18:33:47.000Z"
101186,"Domain Admin, Connect Client web: Login, Folder, Email","Domain Admin, Connect Client web: Login, Folder, Email","Developed",1015731,"C1177622 - Read email (TC7)",1015730,"2018-08-28T18:33:47.000Z"
101190,"Connect Client web: Create Event, Invitation, Subscribe Calendar, Contact, Task, Note","Connect Client web: Create Event, Invitation, Subscribe Calendar, Contact, Task, Note","Developed",1015766,"C1177623 - Create event with reminder (TC1-01)",,"2018-12-15T19:04:05.000Z"
101190,"Connect Client web: Create Event, Invitation, Subscribe Calendar, Contact, Task, Note","Connect Client web: Create Event, Invitation, Subscribe Calendar, Contact, Task, Note","Developed",1015767,"C1177623 - Create event with reminder (TC1-02)",1015766,"2018-12-15T19:04:06.000Z"
101190,"Connect Client web: Create Event, Invitation, Subscribe Calendar, Contact, Task, Note","Connect Client web: Create Event, Invitation, Subscribe Calendar, Contact, Task, Note","Developed",1015773,"C1177624 - Send invitation (TC2-01)",1015767,"2018-12-15T19:04:07.000Z"
101190,"Connect Client web: Create Event, Invitation, Subscribe Calendar, Contact, Task, Note","Connect Client web: Create Event, Invitation, Subscribe Calendar, Contact, Task, Note","Developed",1015775,"C1177624 - Send invitation (TC2-02)",1015773,"2018-12-15T19:04:08.000Z"
101190,"Connect Client web: Create Event, Invitation, Subscribe Calendar, Contact, Task, Note","Connect Client web: Create Event, Invitation, Subscribe Calendar, Contact, Task, Note","Developed",1015776,"C1177625 - Subscribe calendar (TC3)",1015775,"2018-12-15T19:04:08.000Z"
101190,"Connect Client web: Create Event, Invitation, Subscribe Calendar, Contact, Task, Note","Connect Client web: Create Event, Invitation, Subscribe Calendar, Contact, Task, Note","Developed",1015777,"C1177626 - Create new contact (TC4)",1015776,"2018-12-15T19:04:09.000Z"
101190,"Connect Client web: Create Event, Invitation, Subscribe Calendar, Contact, Task, Note","Connect Client web: Create Event, Invitation, Subscribe Calendar, Contact, Task, Note","Developed",1015778,"C1177627 - Create new task with reminder (TC5)",1015777,"2018-12-15T19:04:10.000Z"
101190,"Connect Client web: Create Event, Invitation, Subscribe Calendar, Contact, Task, Note","Connect Client web: Create Event, Invitation, Subscribe Calendar, Contact, Task, Note","Developed",1015779,"C1177628 - Create new note (TC6)",1015778,"2018-12-15T19:04:11.000Z"
101192,"Admin/Engine: Antivirus, Attachment Filter, Anti-Spam, Custom Rule, Archiving, Backup (2nd part)","Admin/Engine: Antivirus, Attachment Filter, Anti-Spam, Custom Rule, Archiving, Backup","Developed",1015798,"Precondition: Create user1 and user2 (TC0)",,"2019-02-07T17:15:20.000Z"
101192,"Admin/Engine: Antivirus, Attachment Filter, Anti-Spam, Custom Rule, Archiving, Backup (2nd part)","Admin/Engine: Antivirus, Attachment Filter, Anti-Spam, Custom Rule, Archiving, Backup","Developed",1015799,"C1177550 - Basic custom rule (TC1-01)",1015798,"2019-02-07T17:15:21.000Z"
101192,"Admin/Engine: Antivirus, Attachment Filter, Anti-Spam, Custom Rule, Archiving, Backup (2nd part)","Admin/Engine: Antivirus, Attachment Filter, Anti-Spam, Custom Rule, Archiving, Backup","Developed",1015800,"C1177550 - Basic custom rule (TC1-02)",1015799,"2019-02-07T17:15:22.000Z"
101192,"Admin/Engine: Antivirus, Attachment Filter, Anti-Spam, Custom Rule, Archiving, Backup (2nd part)","Admin/Engine: Antivirus, Attachment Filter, Anti-Spam, Custom Rule, Archiving, Backup","Developed",1015801,"C1177548 - Greylisting check (TC2)",1015800,"2019-02-07T17:15:22.000Z"
101192,"Admin/Engine: Antivirus, Attachment Filter, Anti-Spam, Custom Rule, Archiving, Backup (2nd part)","Admin/Engine: Antivirus, Attachment Filter, Anti-Spam, Custom Rule, Archiving, Backup","Developed",1015802,"C1176821 - Spam repellent (TC3)",1015801,"2019-02-07T17:15:23.000Z"
101192,"Admin/Engine: Antivirus, Attachment Filter, Anti-Spam, Custom Rule, Archiving, Backup (2nd part)","Admin/Engine: Antivirus, Attachment Filter, Anti-Spam, Custom Rule, Archiving, Backup","Developed",1015803,"C1176967 - Basic archiving (TC4-01)",1015802,"2019-02-07T17:15:24.000Z"
101192,"Admin/Engine: Antivirus, Attachment Filter, Anti-Spam, Custom Rule, Archiving, Backup (2nd part)","Admin/Engine: Antivirus, Attachment Filter, Anti-Spam, Custom Rule, Archiving, Backup","Developed",1015804,"C1176967 - Basic archiving (TC4-02)",1015803,"2019-02-07T17:15:24.000Z"
101192,"Admin/Engine: Antivirus, Attachment Filter, Anti-Spam, Custom Rule, Archiving, Backup (2nd part)","Admin/Engine: Antivirus, Attachment Filter, Anti-Spam, Custom Rule, Archiving, Backup","Developed",1015805,"C1177135 - Basic backup (TC5)",1015804,"2019-02-07T17:15:25.000Z"
101193,"Admin/Engine: Read POP3, New User, Rights, GAL, Alias, Group, List, Resource, Access Policy (Part 2)","Admin/Engine: Read POP3, New User, Rights, GAL, Alias, Group, List, Resource, Access Policy","Developed",1015806,"Precondition: Create Three Users (TC0)",,"2017-09-30T14:26:17.000Z"
101193,"Admin/Engine: Read POP3, New User, Rights, GAL, Alias, Group, List, Resource, Access Policy (Part 2)","Admin/Engine: Read POP3, New User, Rights, GAL, Alias, Group, List, Resource, Access Policy","Developed",1015807,"C1176905 - New mailing list (TC1-01)",1015806,"2017-09-30T14:26:18.000Z"
101193,"Admin/Engine: Read POP3, New User, Rights, GAL, Alias, Group, List, Resource, Access Policy (Part 2)","Admin/Engine: Read POP3, New User, Rights, GAL, Alias, Group, List, Resource, Access Policy","Developed",1015808,"C1176905 - New mailing list (TC1-02)",1015807,"2017-09-30T14:26:18.000Z"
101193,"Admin/Engine: Read POP3, New User, Rights, GAL, Alias, Group, List, Resource, Access Policy (Part 2)","Admin/Engine: Read POP3, New User, Rights, GAL, Alias, Group, List, Resource, Access Policy","Developed",1015809,"C1176905 - New mailing list (TC1-03)",1015808,"2018-08-11T11:24:14.000Z"
101193,"Admin/Engine: Read POP3, New User, Rights, GAL, Alias, Group, List, Resource, Access Policy (Part 2)","Admin/Engine: Read POP3, New User, Rights, GAL, Alias, Group, List, Resource, Access Policy","Developed",1015810,"C1176905 - New mailing list (TC1-04)",1015809,"2018-04-15T17:50:05.000Z"
101193,"Admin/Engine: Read POP3, New User, Rights, GAL, Alias, Group, List, Resource, Access Policy (Part 2)","Admin/Engine: Read POP3, New User, Rights, GAL, Alias, Group, List, Resource, Access Policy","Developed",1015811,"C1176906 - New resource (TC2-01)",1015810,"2018-08-11T11:24:33.000Z"
101193,"Admin/Engine: Read POP3, New User, Rights, GAL, Alias, Group, List, Resource, Access Policy (Part 2)","Admin/Engine: Read POP3, New User, Rights, GAL, Alias, Group, List, Resource, Access Policy","Developed",1015812,"C1176906 - New resource (TC2-02)",1015811,"2018-04-21T15:07:44.000Z"
101193,"Admin/Engine: Read POP3, New User, Rights, GAL, Alias, Group, List, Resource, Access Policy (Part 2)","Admin/Engine: Read POP3, New User, Rights, GAL, Alias, Group, List, Resource, Access Policy","Developed",1015813,"C1177120 - User access policy (TC3)",1015812,"2018-03-17T17:21:43.000Z"
101195,"Connect Client web: IM, Email Signature, Out of Office, Filters, Language, Theme","Connect Client web: IM, Email Signature, Out of Office, Filters, Language, Theme","Developed",1015835,"Precondition: Create Two Users (TC0)",,"2017-08-14T20:07:44.000Z"
101195,"Connect Client web: IM, Email Signature, Out of Office, Filters, Language, Theme","Connect Client web: IM, Email Signature, Out of Office, Filters, Language, Theme","Developed",1015836,"C1177629 - Send IM message (TC1-01)",1015835,"2017-08-14T20:07:45.000Z"
101195,"Connect Client web: IM, Email Signature, Out of Office, Filters, Language, Theme","Connect Client web: IM, Email Signature, Out of Office, Filters, Language, Theme","Developed",1015837,"C1177629 - Send IM message (TC1-02)",1015836,"2017-08-14T20:07:46.000Z"
101195,"Connect Client web: IM, Email Signature, Out of Office, Filters, Language, Theme","Connect Client web: IM, Email Signature, Out of Office, Filters, Language, Theme","Developed",1015838,"C1177630 - Email signature (TC2)",1015837,"2018-01-28T11:55:02.000Z"
101195,"Connect Client web: IM, Email Signature, Out of Office, Filters, Language, Theme","Connect Client web: IM, Email Signature, Out of Office, Filters, Language, Theme","Developed",1015840,"C1177631 - Out of Office (TC3)",1015838,"2018-01-28T11:55:15.000Z"
101195,"Connect Client web: IM, Email Signature, Out of Office, Filters, Language, Theme","Connect Client web: IM, Email Signature, Out of Office, Filters, Language, Theme","Developed",1015882,"C1177632 - Filters (TC4-01)",1015840,"2017-08-14T20:07:48.000Z"
101195,"Connect Client web: IM, Email Signature, Out of Office, Filters, Language, Theme","Connect Client web: IM, Email Signature, Out of Office, Filters, Language, Theme","Developed",1015883,"C1177632 - Filters (TC4-02)",1015882,"2017-08-14T20:07:49.000Z"
101195,"Connect Client web: IM, Email Signature, Out of Office, Filters, Language, Theme","Connect Client web: IM, Email Signature, Out of Office, Filters, Language, Theme","Developed",1015887,"C1177633 - Language (TC5)",1015883,"2017-08-14T20:07:49.000Z"
101195,"Connect Client web: IM, Email Signature, Out of Office, Filters, Language, Theme","Connect Client web: IM, Email Signature, Out of Office, Filters, Language, Theme","Developed",1015888,"C1177634 - Change theme (TC6)",1015887,"2017-08-14T20:07:50.000Z"
101202,"Connect Client desktop application - Send invitation, sharing calendar and creating event, contact, task and note","Connect Client desktop application - Send invitation, sharing calendar and creating event, contact, task and note","Developed",1015889,"Precondition: C1176850 - Create Two Users (TC0-01)",,"2019-02-09T09:29:58.000Z"
101202,"Connect Client desktop application - Send invitation, sharing calendar and creating event, contact, task and note","Connect Client desktop application - Send invitation, sharing calendar and creating event, contact, task and note","Developed",1015890,"C1176483 - Installation on Windows. C1176485 - First login to application. (TC0-02)",1015889,"2019-02-09T09:29:58.000Z"
101202,"Connect Client desktop application - Send invitation, sharing calendar and creating event, contact, task and note","Connect Client desktop application - Send invitation, sharing calendar and creating event, contact, task and note","Developed",1015891,"C1177520 - Create a new event with reminder. (TC01)",1015890,"2019-02-09T09:29:58.000Z"
101202,"Connect Client desktop application - Send invitation, sharing calendar and creating event, contact, task and note","Connect Client desktop application - Send invitation, sharing calendar and creating event, contact, task and note","Developed",1015896,"C1177521 - Send invitation. (TC02-01)",1015891,"2019-02-09T09:29:59.000Z"
101202,"Connect Client desktop application - Send invitation, sharing calendar and creating event, contact, task and note","Connect Client desktop application - Send invitation, sharing calendar and creating event, contact, task and note","Developed",1015900,"C1177521 - Send invitation. (TC02-02)",1015896,"2019-02-09T09:29:59.000Z"
101202,"Connect Client desktop application - Send invitation, sharing calendar and creating event, contact, task and note","Connect Client desktop application - Send invitation, sharing calendar and creating event, contact, task and note","Developed",1015902,"C1177522 - Sharing calendar. (TC03)",1015900,"2019-02-09T09:30:00.000Z"
101202,"Connect Client desktop application - Send invitation, sharing calendar and creating event, contact, task and note","Connect Client desktop application - Send invitation, sharing calendar and creating event, contact, task and note","Developed",1015903,"C1177568 Create new contact. (TC04)",1015902,"2019-02-09T09:30:00.000Z"
101202,"Connect Client desktop application - Send invitation, sharing calendar and creating event, contact, task and note","Connect Client desktop application - Send invitation, sharing calendar and creating event, contact, task and note","Developed",1015904,"C1177569 Create new task with reminder. (TC05)",1015903,"2019-02-09T09:30:00.000Z"
101202,"Connect Client desktop application - Send invitation, sharing calendar and creating event, contact, task and note","Connect Client desktop application - Send invitation, sharing calendar and creating event, contact, task and note","Developed",1015905,"C1177570 - Create new note. (TC06)",1015904,"2019-02-09T09:30:01.000Z"
101202,"Connect Client desktop application - Send invitation, sharing calendar and creating event, contact, task and note","Connect Client desktop application - Send invitation, sharing calendar and creating event, contact, task and note","Developed",1015906,"C1177577 - Send IM message. (TC07-01)",1015905,"2019-02-09T09:30:01.000Z"
101202,"Connect Client desktop application - Send invitation, sharing calendar and creating event, contact, task and note","Connect Client desktop application - Send invitation, sharing calendar and creating event, contact, task and note","Developed",1015907,"C1177577 - Send IM message. (TC07-01)",1015906,"2019-02-09T09:30:02.000Z"
101203,"Connect Client desktop application: First Login, Default Client, Menu, Folder, Subscribe, Send and Receive Email","Connect Client desktop application: First Login, Default Client, Menu, Folder, Subscribe, Send and Receive Email","Developed",1015893,"C1176483 - Installation on Windows (TC1)",,"2018-11-27T15:52:08.000Z"
101203,"Connect Client desktop application: First Login, Default Client, Menu, Folder, Subscribe, Send and Receive Email","Connect Client desktop application: First Login, Default Client, Menu, Folder, Subscribe, Send and Receive Email","Developed",1015895,"C1176485 - First login to application (TC2)",1015893,"2018-11-27T15:52:08.000Z"
101203,"Connect Client desktop application: First Login, Default Client, Menu, Folder, Subscribe, Send and Receive Email","Connect Client desktop application: First Login, Default Client, Menu, Folder, Subscribe, Send and Receive Email","Developed",1015897,"C1176486 - Default client on Windows (TC3)",1015895,"2018-11-27T15:52:09.000Z"
101203,"Connect Client desktop application: First Login, Default Client, Menu, Folder, Subscribe, Send and Receive Email","Connect Client desktop application: First Login, Default Client, Menu, Folder, Subscribe, Send and Receive Email","Developed",1015898,"C1176488 - Application menu and application hot keys (shortcuts) on Windows (TC4)",1015897,"2018-11-27T15:52:10.000Z"
101203,"Connect Client desktop application: First Login, Default Client, Menu, Folder, Subscribe, Send and Receive Email","Connect Client desktop application: First Login, Default Client, Menu, Folder, Subscribe, Send and Receive Email","Developed",1015899,"C1177483 - Create folder (TC5)",1015898,"2018-11-27T15:52:10.000Z"
101203,"Connect Client desktop application: First Login, Default Client, Menu, Folder, Subscribe, Send and Receive Email","Connect Client desktop application: First Login, Default Client, Menu, Folder, Subscribe, Send and Receive Email","Developed",1015901,"C1177484 - Subscribe folder (TC6-01)",1015899,"2018-11-27T15:52:11.000Z"
101203,"Connect Client desktop application: First Login, Default Client, Menu, Folder, Subscribe, Send and Receive Email","Connect Client desktop application: First Login, Default Client, Menu, Folder, Subscribe, Send and Receive Email","Developed",1015926,"C1177484 - Subscribe folder (TC6-02)",1015901,"2018-11-27T15:52:11.000Z"
101203,"Connect Client desktop application: First Login, Default Client, Menu, Folder, Subscribe, Send and Receive Email","Connect Client desktop application: First Login, Default Client, Menu, Folder, Subscribe, Send and Receive Email","Developed",1015927,"C1177485 - Send email (TC7)",1015926,"2018-11-27T15:52:11.000Z"
101203,"Connect Client desktop application: First Login, Default Client, Menu, Folder, Subscribe, Send and Receive Email","Connect Client desktop application: First Login, Default Client, Menu, Folder, Subscribe, Send and Receive Email","Developed",1015929,"C1177486 - Read email (TC8)",1015927,"2018-11-27T15:52:12.000Z"
101204,"Connect Client desktop application - Email signature, out of office, filters, language, scheme change","Connect Client desktop application - Email signature, out of office, filters, language, scheme change","Developed",1015909,"Precondition: C1176850 - Create Two Users (TC0-01)",,"2018-08-29T09:00:50.000Z"
101204,"Connect Client desktop application - Email signature, out of office, filters, language, scheme change","Connect Client desktop application - Email signature, out of office, filters, language, scheme change","Developed",1015910,"C1176483 - Installation on Windows. C1176485 - First login to application. (TC0-02)",1015909,"2018-08-29T09:00:50.000Z"
101204,"Connect Client desktop application - Email signature, out of office, filters, language, scheme change","Connect Client desktop application - Email signature, out of office, filters, language, scheme change","Developed",1015911,"C1177578 - Email signature. (TC01)",1015910,"2018-08-29T09:00:51.000Z"
101204,"Connect Client desktop application - Email signature, out of office, filters, language, scheme change","Connect Client desktop application - Email signature, out of office, filters, language, scheme change","Developed",1015923,"C1177579 - Out of Office. (TC02-01)",1015911,"2018-08-29T09:00:51.000Z"
101204,"Connect Client desktop application - Email signature, out of office, filters, language, scheme change","Connect Client desktop application - Email signature, out of office, filters, language, scheme change","Developed",1015924,"C1177579 - Out of Office. (TC02-02)",1015923,"2018-08-29T09:00:52.000Z"
101204,"Connect Client desktop application - Email signature, out of office, filters, language, scheme change","Connect Client desktop application - Email signature, out of office, filters, language, scheme change","Developed",1015925,"C1177580 - Filters. (TC03-01)",1015924,"2018-08-29T09:00:52.000Z"
101204,"Connect Client desktop application - Email signature, out of office, filters, language, scheme change","Connect Client desktop application - Email signature, out of office, filters, language, scheme change","Developed",1015928,"C1177580 - Filters. (TC03-02)",1015925,"2018-08-29T09:00:53.000Z"
101204,"Connect Client desktop application - Email signature, out of office, filters, language, scheme change","Connect Client desktop application - Email signature, out of office, filters, language, scheme change","Developed",1015930,"C1177581 - Language. (TC04)",1015928,"2018-08-29T09:00:54.000Z"
101204,"Connect Client desktop application - Email signature, out of office, filters, language, scheme change","Connect Client desktop application - Email signature, out of office, filters, language, scheme change","Developed",1015956,"C1177582 - Scheme change. (TC05)",1015930,"2018-08-29T09:00:54.000Z"
101206,"Kerio Outlook Connector: Installation, New Profile, Synchronization","Kerio Outlook Connector: Installation, New Profile, Synchronization","Developed",1015931,"C1177822 - New installation (TC1)",1015992,"2019-02-12T08:01:27.000Z"
101206,"Kerio Outlook Connector: Installation, New Profile, Synchronization","Kerio Outlook Connector: Installation, New Profile, Synchronization","Developed",1015932,"C1177823 - Create new profile (TC2)",1015931,"2019-02-12T08:01:27.000Z"
101206,"Kerio Outlook Connector: Installation, New Profile, Synchronization","Kerio Outlook Connector: Installation, New Profile, Synchronization","Developed",1015933,"C1177829 - Initial synchronization (TC3)",1015932,"2019-02-12T08:01:28.000Z"
101206,"Kerio Outlook Connector: Installation, New Profile, Synchronization","Kerio Outlook Connector: Installation, New Profile, Synchronization","Developed",1015934,"Preconditions: Create User, Folder, Email, Event, Task, Contact, Note (TC0-01)",,"2019-02-12T08:01:25.000Z"
101206,"Kerio Outlook Connector: Installation, New Profile, Synchronization","Kerio Outlook Connector: Installation, New Profile, Synchronization","Developed",1015988,"Preconditions: Create User, Folder, Email, Event, Task, Contact, Note (TC0-02)",1015934,"2019-02-12T08:01:26.000Z"
101206,"Kerio Outlook Connector: Installation, New Profile, Synchronization","Kerio Outlook Connector: Installation, New Profile, Synchronization","Developed",1015989,"Preconditions: Create User, Folder, Email, Event, Task, Contact, Note (TC0-03)",1015988,"2019-02-12T08:01:26.000Z"
101206,"Kerio Outlook Connector: Installation, New Profile, Synchronization","Kerio Outlook Connector: Installation, New Profile, Synchronization","Developed",1015992,"Preconditions: Create User, Folder, Email, Event, Task, Contact, Note (TC0-04)",1015989,"2019-02-12T08:01:26.000Z"
101207,"Installation, Registration, Licensing and Health Check","Installation, Registration, Licensing and Health Check","Developed",1015954,"C1176630 - New installation on Windows (TC1)",,"2017-08-17T19:29:16.000Z"
101207,"Installation, Registration, Licensing and Health Check","Installation, Registration, Licensing and Health Check","Developed",1015955,"C1160434 - Successful configuration wizard (TC2-01)",1015954,"2017-08-17T19:29:17.000Z"
